internal_panel_id,index_gender_male,index_gender_female,index_age_24,index_age_25_34,index_age_35_44,index_age_45_54,index_age_55_64,index_age_65,unique_users,impacts
18479,100.419681,99.607567,95.513371,94.131044,99.799119,94.858969,96.740466,118.712543,52680.360441572615,177710.79289399087
19200,99.32909,100.627351,112.195376,90.649273,89.509244,104.704885,98.883869,94.568543,48282.90226596475,127585.71220310932
19206,99.105591,100.836339,113.393273,90.536245,88.836528,103.925312,98.066702,94.829578,36695.00572213321,117216.03042414213
19325,101.335199,98.75149,103.290657,103.173281,117.376756,91.232554,92.687018,88.710209,40973.6136767787,124139.05579520045
19351,101.263389,98.818637,100.419322,101.564545,112.003784,91.602821,96.786972,96.496974,67090.94973326055,247802.7107065514
19499,101.141293,98.932806,95.872625,100.181015,104.358642,90.58535,101.650943,109.871458,57315.51905910524,195538.3260383471
19614,102.690678,97.484016,111.667854,95.974335,108.977144,98.867241,90.769499,83.257198,26503.599274609576,119058.20884905892
19669,103.442296,96.781197,115.785218,93.307555,116.975579,103.914942,80.277538,73.142067,3892.344736517774,8676.066130253359
19962,102.534849,97.629727,110.585857,105.807767,118.121299,90.929387,87.431903,78.832764,44865.958413296474,173580.74771554835
21558,100.644422,99.397418,109.433396,101.063993,94.168623,100.824102,108.00475,83.981632,12300.99786960579,44895.67096853707
46209,102.514362,97.648885,112.807994,103.853149,117.998085,91.475942,88.714124,75.42074,46440.72384104794,193399.02206102436
59345,99.935227,100.060568,109.387189,95.240928,101.459304,101.864752,93.47595,90.13393,130289.55473000335,297214.6900716587
67663,100.362979,99.660588,106.543578,101.735362,90.673067,101.959911,113.970735,86.170499,24661.420849692764,97219.48074722257
80424,100.836258,99.218036,104.614081,89.833432,92.844796,108.690587,103.826734,96.034773,8081.815025441485,19134.88557494234
87759,99.375238,100.584199,95.17491,107.956149,100.119127,98.148058,100.504916,103.228819,242068.18754511682,618763.9628853636
89379,98.714261,101.202262,94.983154,109.938812,95.593474,97.746072,105.82896,103.32581,83670.55555751183,294421.70987904293
89506,98.171035,101.710219,95.670857,104.388544,96.306483,98.790382,101.665061,107.413173,209443.80189094495,600966.142296248
97705,99.418282,100.543949,109.471516,94.605252,103.99659,100.421506,91.747774,90.511714,156258.32801028225,380796.1079634488
100220,102.99178,97.202463,107.714137,113.961927,116.346659,96.979919,90.540294,71.193879,26444.174164128388,128922.77718893603
100615,98.819595,101.103766,94.299301,99.710207,95.701505,98.856871,98.24608,115.861507,76242.41674736342,190962.59253129567
15738,101.72984,98.382471,100.050827,100.723209,99.399694,100.876562,106.421074,94.53741,52591.22277585084,236927.91548849412
16283,99.834445,100.154806,94.748657,86.078015,97.161978,99.97621,89.25392,128.65405,54879.08952937655,238413.5432505238
16534,101.867043,98.254176,112.860361,96.194442,100.449062,105.320369,103.620781,74.392763,21095.914220821523,111184.3817103016
16680,101.954166,98.172709,104.804297,102.877539,105.719258,99.480285,98.59238,86.164512,46351.58617532616,72825.47289469514
16791,99.914532,100.079919,117.60382,82.642985,88.763533,109.566538,93.446054,91.71152,29890.830572037255,92376.3342430058
16924,101.955201,98.171742,110.066422,91.188068,100.152996,106.432998,92.493522,89.496309,19224.02324066412,67388.07528566649
17028,101.399144,98.691696,116.362796,89.676213,89.519755,113.425361,102.013022,77.947877,2287.8667535257146,3773.494515555399
17044,102.276377,97.871418,107.836584,96.140053,88.284106,105.888883,114.375166,86.402198,10013.131116080074,34436.85152384809
17775,101.602362,98.501672,100.269922,106.553072,101.368207,95.197516,119.367858,84.31092,66080.72285508037,259658.0202475483
17783,101.415906,98.676022,100.711577,106.581117,98.325216,98.402425,119.801355,83.266777,68873.70304769618,222992.72708065566
17809,101.373897,98.715304,98.663099,106.825019,99.779265,94.227625,119.788068,88.897005,32683.810764653063,158486.76965332677
17837,102.222365,97.921924,116.768256,90.097731,107.504409,119.109897,84.845868,65.378651,42162.11588640245,163181.35338134057
18502,100.559989,99.476369,97.008529,95.819665,104.398935,93.538942,93.934361,113.800763,58504.02126872898,178156.48122259977
18503,100.559989,99.476369,97.008529,95.819665,104.398935,93.538942,93.934361,113.800763,58504.02126872898,178156.48122259977
19131,99.515546,100.453001,115.830654,88.392114,89.955386,105.659526,95.121911,91.823478,47837.213937355846,167875.93710935436
19413,101.028509,99.038268,97.271905,98.176256,103.807972,93.080226,101.203328,107.546684,45311.64674190538,157803.3808827931
20020,102.261684,97.885157,113.933116,95.904649,121.022973,105.306949,79.540925,69.207972,32119.272215081783,153881.32359103474
20029,102.317559,97.83291,111.647061,100.381576,122.02796,99.235067,81.464257,73.151646,18124.65869676215,50511.34390900928
20052,99.312741,100.642638,108.756474,92.381236,87.903367,101.939171,102.763752,100.258042,33961.45063999859,107589.16252618976
20467,99.604117,100.37018,107.018733,94.234724,93.304369,103.936902,100.539795,95.759967,87414.33751782664,169985.52853143652
20506,100.279787,99.738378,113.536898,91.730263,89.248216,107.604797,101.090387,87.551713,16936.156487138403,56632.13028857158
21058,101.535727,98.563981,99.919139,105.595309,109.146491,96.166187,96.471399,93.11309,48609.74037361128,229172.93857069916
49101,102.611004,97.558517,112.864981,94.759072,110.633241,109.742826,87.127126,72.505643,15093.978062221597,29326.292022465976
52338,102.113306,98.023902,108.508115,96.170647,107.741495,101.423116,95.709872,83.227861,50659.90668521225,73063.17333661989
68078,100.484661,99.546806,104.01571,92.646384,90.149259,105.504587,107.343708,98.339191,15925.92960895822,35536.21606775006
74097,102.261477,97.885351,109.850792,95.800969,106.151969,107.095452,93.234288,79.247068,70507.89358592883,152514.54604996744
75949,101.838485,98.28088,107.483106,100.679018,111.015148,102.931022,89.596897,81.215612,39577.1235804708,146126.34667323978
85579,98.440061,101.458659,97.884908,106.095861,97.562571,99.442465,98.454524,103.155179,44747.108192334104,138995.3334154973
87675,100.355115,99.667941,118.088986,89.628622,120.027329,99.544334,78.503687,74.592132,42518.66654928958,137925.68142683592
88211,98.775102,101.145371,104.199765,97.553327,98.187403,98.478675,97.098392,100.636424,141907.1638290755,308624.3112840467
88508,99.516373,100.452227,101.634932,95.915696,98.53544,108.418529,94.830421,97.300436,67774.33850379422,235650.27561314858
88999,98.139786,101.739438,99.645752,97.451347,91.655863,96.656012,102.321951,112.509355,38864.02225469655,116384.0788774055
89044,97.589731,102.253781,96.589592,99.912467,92.326244,97.242216,102.928182,113.827705,64535.6699825695,205194.90649154005
89165,97.809091,102.048663,93.728654,101.063993,95.04514,95.537893,100.103807,118.386249,41478.727115868794,157684.53066183074
89166,98.47669,101.424408,96.658901,97.837172,93.191082,97.8821,105.853043,111.55861,69735.3671496734,237641.01681426837
89194,98.154479,101.725699,92.270076,99.394918,93.672845,99.054509,96.844273,122.135343,104855.60744405515,352866.3060372907
89428,98.474207,101.42673,95.152962,104.470978,96.548241,97.454494,102.776209,108.421992,157714.24321707131,456949.38704509044
89461,98.679494,101.234771,99.355422,101.341038,98.242879,98.93739,99.395429,103.337784,211791.09375495184,441172.02021233516
89882,97.49226,102.344923,94.923856,108.87142,94.730972,95.720891,101.500631,110.163626,139322.17152314383,386857.46923252987
97804,100.670703,99.372842,109.642094,90.329736,91.110449,107.169871,104.297602,90.799092,79778.21082099406,220407.73477472403
98046,101.042167,99.025497,96.811382,107.391859,99.891968,99.441855,113.222495,90.876325,44836.24585805588,196786.25335845203
99130,101.508617,98.589331,101.845556,98.626668,101.533466,102.821223,99.465187,94.142264,88305.71417504446,382519.4361674032
100901,100.009519,99.991099,118.19526,86.087363,91.150158,108.712546,93.818928,86.489011,94812.76377273447,282417.83756184304
16828,99.010604,100.925159,110.970524,82.77131,84.320802,100.231798,92.093243,116.627851,5793.94827191577,30425.656566367943
18539,100.030007,99.971941,91.136867,93.933033,95.982972,92.860629,97.337563,131.099762,55859.60385231614,250239.14023628007
19138,99.689378,100.290455,118.076279,86.601513,89.971153,107.569417,92.611447,89.511875,46767.56194869447,167757.086888392
19161,99.146979,100.797638,112.9624,90.984108,91.191619,104.060121,97.663101,92.927491,33396.91209042731,130051.8542880786
19729,102.708061,97.467762,116.027031,102.914082,130.180559,88.666309,79.030195,68.326678,43112.917654101446,142887.67815201508
20170,99.148842,100.795896,109.773397,91.791451,88.763533,99.755392,100.234188,102.178091,23175.79308766308,87533.18773878903
20425,99.860727,100.130231,107.860842,91.482111,92.044778,105.128831,101.329558,95.942572,69675.94203919222,119919.87295103614
20481,100.34932,99.673359,126.787701,76.999235,89.522675,116.484482,93.116363,74.078442,15539.666390830502,50986.74479285878
20624,100.940765,99.120315,95.143721,108.367468,99.336043,97.280036,114.949841,94.227879,53928.28776167755,232352.18198144267
21394,100.992707,99.071745,123.047304,84.20498,99.251369,115.438342,86.160477,70.884947,35863.05417539659,216842.22814585277
21545,100.730717,99.316725,109.938969,100.285544,96.451888,101.263908,104.833245,83.257797,15717.941722274063,47777.78882687466
44588,99.260384,100.691596,116.708958,85.799269,84.277589,105.935853,97.802618,95.90186,25939.060725038293,85037.33309857915
44595,100.608413,99.431088,100.604917,93.324552,103.128248,99.610824,91.380714,107.15094,26206.47372220364,63287.74266246457
46971,100.843708,99.21107,110.972835,89.492649,96.312323,105.351479,96.571054,91.340921,42667.229325492546,81382.68880398612
49814,101.381761,98.707951,101.415067,103.913487,107.485722,98.277377,96.957215,91.252911,22789.529869535363,55057.36486082011
62398,101.248075,98.832957,114.560752,92.145832,116.965068,103.323858,84.610019,73.332455,41270.73922918464,169896.39086571473
63055,99.662061,100.315998,112.652818,92.464519,93.632552,105.323419,97.244552,88.925144,52650.64788633202,136172.6406676409
64593,101.358169,98.730011,100.893321,99.020991,110.104762,91.891348,96.787802,99.215097,65902.44752363682,259450.03236086413
75341,101.501167,98.596297,101.965692,98.826379,101.519452,103.067661,99.437782,93.607022,93297.4234554642,400852.08275084954
79207,103.650688,96.586335,102.837065,94.20583,94.88864,112.924556,118.582248,78.829171,6477.337042449425,32891.798651337216
87742,98.319206,101.571667,92.691323,113.620294,97.122269,97.162917,102.950605,105.375778,115344.13944398472,416896.8625807701
87849,99.907082,100.086885,102.235999,103.667885,100.242925,101.521935,94.290626,96.312572,93059.72301353945,330017.35105727415
89221,97.785292,102.070917,89.239714,100.301691,92.065216,97.432535,96.98379,129.34795,58504.02126872898,205135.48138105887
89781,99.430699,100.532339,102.967598,93.037308,96.989711,111.028694,95.70572,95.649206,66169.86052080216,212415.05741500432
95789,97.849858,102.010542,91.370209,100.775899,91.662287,94.447223,106.593808,122.116784,33694.037642833246,147819.96232195362
100803,101.746395,98.366991,100.80784,105.791621,102.955397,94.659501,112.723392,87.702587,63703.71843583288,280753.9344683698
15740,101.643958,98.462777,102.68651,102.501062,104.069,99.918261,99.043317,90.658995,28969.74135957885,54611.67653221121
16232,99.458636,100.506215,99.369284,105.581712,101.819021,95.8435,95.474023,102.525939,52294.0972234449,241681.9243269891
16706,103.026133,97.170341,109.442637,102.897935,113.366736,99.089279,95.690772,73.573135,29326.292022465976,105212.15810694227
17836,102.222365,97.921924,116.768256,90.097731,107.504409,119.109897,84.845868,65.378651,42162.11588640245,163181.35338134057
18328,103.108496,97.093325,113.516105,94.402142,112.745991,100.495925,91.961201,75.168087,10696.519886613729,30187.956124443193
18334,103.286261,96.927102,113.758303,93.565905,111.625381,101.997731,92.655461,74.556209,15480.241280349313,56305.29218092505
18529,100.246676,99.769339,99.401629,94.66814,98.543616,101.520715,93.778235,109.173367,66674.97395989225,181900.26318291458
18614,100.266336,99.750956,96.264993,96.76978,101.068054,94.893129,94.387789,116.047106,63584.868214870505,215594.30082574784
19067,98.839048,101.085577,111.017116,91.929974,89.238873,101.227918,99.441104,98.785825,34823.114741975805,112254.03369896297
19149,99.646127,100.330898,115.663926,87.054474,89.568223,106.24817,94.960803,92.961018,32386.685212247125,63881.99376727644
19396,101.243109,98.837601,101.523267,100.933118,108.257711,93.69815,100.935092,94.018931,49025.7161469796,176611.4283500889
20485,99.556934,100.414299,112.586204,92.990567,92.872826,104.344988,98.447881,89.529836,33129.49909326197,86938.93663397715
21373,101.462883,98.632096,124.022641,88.301181,96.725179,110.41626,89.314543,71.727924,19253.735795904715,85661.29675863162
44942,100.516945,99.516618,110.069887,95.726183,113.219579,104.601186,88.791357,77.364139,36100.754617321334,144105.8929168794
45783,102.261891,97.884964,115.824878,85.312314,101.340177,109.37073,91.957879,80.967149,9894.2808951177,43558.60598271035
46974,101.267735,98.814573,121.792033,79.428062,91.221401,106.553777,89.613507,90.664982,6507.049597690019,16728.16860045425
49405,98.702672,101.213098,113.350532,88.520439,85.113229,101.829372,103.16071,98.518204,48253.18971072416,154119.02403295948
49650,101.246006,98.834892,112.89155,88.287584,98.675006,106.686146,94.400246,87.039221,32535.247988450094,52828.923217775584
58789,102.899277,97.288961,106.882424,106.750234,111.842612,98.112678,94.954159,77.891598,47718.36371639347,270057.4145817561
59142,101.131773,98.941708,105.125046,92.146681,111.209605,99.96157,85.997708,96.203009,35298.515625825305,101082.11292849974
62436,102.899277,97.288961,106.882424,106.750234,111.842612,98.112678,94.954159,77.891598,47718.36371639347,270057.4145817561
63191,101.73729,98.375505,100.029649,106.067817,103.047078,99.475405,112.402006,84.128913,13489.500079229536,42845.50465693611
67549,101.559318,98.541921,100.793208,102.234214,101.966177,99.652913,100.96914,94.818802,45133.37141046182,148533.06364772786
67550,101.559318,98.541921,100.793208,102.234214,101.966177,99.652913,100.96914,94.818802,45133.37141046182,148533.06364772786
68445,100.985671,99.078324,110.957432,94.985978,107.521928,103.777084,91.19137,81.426356,51254.157790024125,140332.39840132403
73571,100.027317,99.974457,118.058566,86.20719,91.33352,108.625927,94.398585,86.095062,86285.26041868409,245960.5322816346
75442,102.460143,97.699584,109.509636,106.003229,115.325321,92.066416,88.822914,81.116825,68606.29005053084,349330.5119636601
76092,100.444514,99.584346,123.676864,83.710376,93.657662,115.273643,90.51538,73.010352,25047.684067820483,79302.80993714457
76310,98.929689,101.00082,115.486802,86.400952,85.166369,103.024961,102.897455,95.650404,29326.292022465976,115730.40266211244
85475,99.111385,100.830921,93.742901,108.604572,100.357381,98.337156,100.563048,104.526813,154802.41280349315,427444.8196911809
87573,99.075584,100.864398,93.07445,109.403416,100.080002,98.159648,100.861181,105.247056,169628.9778685494,476411.1107276793
87796,97.266692,102.555846,93.484916,108.166907,93.925698,95.582422,102.894964,112.853012,151563.74428226842,442330.8098667183
87814,98.325828,101.565475,97.362777,105.817965,96.796422,96.394935,100.156956,106.71149,86077.27253199993,202758.47696181136
88146,97.963884,101.90392,95.072871,105.977734,95.129813,96.88476,102.380913,109.784047,207839.32390795287,577077.2478828107
88287,98.792899,101.128729,95.019734,103.648339,96.971608,98.176118,99.966782,110.092979,203412.15317710442,512749.5657869254
88389,98.025346,101.846448,98.655012,104.487125,97.117013,96.603553,98.839025,106.056506,184485.25548884625,567064.1167667307
88463,98.80842,101.114216,97.93458,101.84414,97.973675,98.468915,100.084706,105.431457,210156.9032167192,474598.64485800307
88597,99.709038,100.272071,102.473191,88.981049,100.787172,102.653475,92.873871,105.643399,28524.053030969946,127348.01176118456
88890,97.767909,102.087171,92.23157,111.33339,95.826472,95.664162,102.048731,111.15149,188912.4262196947,558150.3501945526
88908,98.081842,101.79362,92.472613,110.893176,96.513203,96.244266,101.871014,109.942704,197350.7919080233,539045.1771748508
89112,98.212009,101.671904,98.810188,97.119062,94.36892,93.386443,100.1636,116.026151,99685.62283219185,294778.26054193004
89233,98.737852,101.180202,94.465259,102.798504,96.622987,98.176728,99.577299,112.190843,108034.85085479867,272939.5324400937
89296,98.340521,101.551736,94.142585,103.212374,94.93886,97.272716,103.599189,112.115406,118879.93351761537,304999.37954469427
89345,98.380875,101.514002,93.685143,113.042407,97.319645,97.284916,102.352677,104.3478,88929.67783509693,315220.4985474585
89349,98.431369,101.466786,93.729039,111.306195,96.01217,97.058608,104.339955,105.632622,87533.18773878903,283992.6029895945
89563,97.787362,102.068982,94.020523,105.576613,95.253612,97.722282,102.526242,110.649176,212385.34485976372,615852.1324717855
89710,97.378855,102.450965,96.053984,108.15161,94.579143,96.134467,100.675159,109.257186,124703.59434477173,362314.8986037995
89868,98.387497,101.50781,94.811036,106.482536,94.733892,97.693002,102.305341,109.502655,164874.9690300544,443459.88696586085
100797,101.666515,98.441685,102.956431,103.900739,104.649452,96.950029,109.400744,84.104366,74548.80109864958,291985.2803493142
100807,99.844586,100.145324,99.546023,83.880343,97.262418,107.446809,88.26734,116.018368,54076.85053788052,243464.67764142473
100972,102.394542,97.760925,102.242544,92.518059,98.159957,102.444857,102.048731,99.795243,9775.430674155325,43023.77998837967
16027,99.759532,100.224856,110.601259,93.153735,100.689067,102.07642,93.083145,90.581762,155723.50201595156,348349.99764072045
16295,99.650059,100.327221,96.501415,82.752613,94.395782,105.739435,89.49143,125.278548,42964.354877898484,164132.15514903955
19701,102.540437,97.624503,110.192719,106.068667,117.162445,91.199614,88.097927,79.498524,50927.31968237759,220080.8966670775
19833,102.835538,97.348561,110.116863,105.910597,114.801514,92.392763,89.74804,79.7871,53155.761325422114,200530.03531876684
19998,102.085782,98.049639,108.791128,98.908813,113.07359,103.584326,87.649482,79.081825,44984.80863425885,199044.40755673716
20789,102.54768,97.61773,107.795383,103.397637,110.420681,99.426606,91.15483,81.741275,8586.928464531577,19610.286458791838
21077,101.99183,98.137491,104.763867,101.669924,113.794775,97.87844,91.771027,85.287409,55592.1908551508,241295.6611088614
21603,100.413059,99.613759,107.718758,100.802244,91.432209,102.145959,112.220967,85.299981,25582.51006215117,95525.86509850873
45337,100.285789,99.732766,93.88845,93.928784,97.954989,93.857969,98.160543,123.230975,47332.100498265754,171827.70695635333
45754,102.005281,98.124913,107.535088,94.881448,106.748187,99.896301,92.219472,90.681746,41894.70288923711,76777.2427416941
46916,101.999694,98.130138,108.570108,100.035693,110.584773,97.593573,92.244386,83.751729,92732.88490589292,182019.11340387695
52315,101.781368,98.334288,103.110837,103.752018,108.254791,98.037039,97.395695,87.860645,82571.19101360987,243375.53997570294
58853,103.918886,96.33555,110.38794,102.958273,109.437885,102.13437,92.080787,75.702731,19224.02324066412,89939.90471327711
59398,102.754623,97.424222,119.068559,102.999915,147.117013,81.811195,69.855335,59.514929,31049.62022642041,145977.7838970368
63868,102.30597,97.843747,106.514699,96.362709,103.935858,99.404036,95.445788,92.265921,41716.42755779355,98289.13273588393
67556,102.11165,98.02545,111.848443,96.020226,99.958539,105.152621,105.814842,75.174074,21066.201665580928,120424.98639012624
68218,99.00274,100.932512,113.77409,86.892156,86.107705,101.761053,99.559029,100.649596,33961.45063999859,121346.07560258465
85598,98.720676,101.196263,95.928842,103.603297,97.23322,100.440416,103.022024,104.016716,56602.417733330985,161784.86328503265
88025,99.24176,100.709011,89.313259,113.186029,100.649358,97.91077,102.627558,106.816862,64327.68209588535,173402.4723841048
88064,98.688807,101.226063,101.122042,102.46027,98.567558,97.274546,98.153069,101.996683,157684.53066183074,382341.16083595966
88162,97.275177,102.547912,92.526906,113.070451,97.218037,94.692441,100.679312,109.984015,122683.14058841136,379607.60575382505
88264,100.246676,99.769339,118.446699,88.296932,111.723486,102.995071,83.593542,76.431355,74162.53788052186,216039.98915435674
88457,99.003982,100.931351,97.49177,106.267528,99.469185,99.027669,99.666157,101.224353,262985.82643449475,694204.1406412311
88470,97.607942,102.236752,95.295046,108.681907,97.068545,95.665382,99.52498,108.80217,111243.80682078279,371525.7907283835
88684,98.390601,101.504907,92.101423,110.735956,97.323733,96.610873,101.631012,109.612218,218862.68190221314,572650.0771519622
88826,98.063424,101.810843,98.450165,104.532166,95.07025,97.435585,100.555574,106.38759,126100.08444107964,276178.2009613184
88862,97.286145,102.537657,94.371691,109.192657,94.384686,95.418334,101.136062,111.710083,116889.1923164956,351024.1276123739
89596,98.475862,101.425182,95.904969,106.755333,96.712332,97.372145,101.523053,106.459435,252408.15676884342,691856.8487772242
89754,99.567281,100.404624,100.66229,100.677318,100.719433,101.01808,95.982261,99.653349,102181.4774724017,247208.45960173954
89929,100.549849,99.485851,97.834851,97.12841,101.893183,96.718841,96.190706,109.415244,64803.08297973485,181335.7246333433
99222,101.193235,98.884236,119.201787,88.87312,106.635483,110.161282,94.04315,65.500189,10488.531999929573,56335.00473616564
100668,99.065858,100.873493,113.147995,90.451262,88.713313,104.060731,98.052584,95.273219,37526.95726886983,120543.83661108861
100773,100.944696,99.116639,103.320306,94.958783,105.338519,99.877391,93.684394,97.588414,148176.51298484075,305682.76831522794
100785,103.065452,97.133574,114.151056,105.111753,141.191035,85.849356,71.442333,66.640723,8765.20379597514,45103.65885522123
15983,102.167525,97.973203,107.909359,98.749044,106.604534,106.484848,94.288134,79.564981,32446.110322728313,126961.74854305685
16255,99.912877,100.081467,109.783023,93.580352,100.349205,102.628465,93.96841,90.721859,110441.56782928675,208047.31179463703
16391,99.668063,100.310386,98.208352,82.521458,94.087453,107.32786,89.840221,121.293563,39072.010141380706,147879.3874324348
16724,101.98914,98.140007,107.215495,95.356505,109.027948,98.547604,92.50764,89.622636,98467.4080673275,262658.98832684825
17903,102.131103,98.00726,117.143297,87.883063,102.060194,121.200956,87.827199,67.734558,20442.23800552846,75053.91453773966
17904,102.702266,97.47318,115.997767,91.960568,111.472385,113.291772,85.816669,66.206062,34199.151081923344,93475.69878690776
18405,99.959232,100.038121,92.432953,94.643495,98.063604,93.238825,95.821153,127.172852,72350.07201084564,282922.9510009331
19084,99.691861,100.288133,117.247646,86.813971,89.496397,106.314049,94.650213,90.900872,48164.052045002376,155366.95135306442
19092,99.540586,100.429587,116.707033,88.105719,90.096119,106.24512,94.570489,90.340484,33723.750198073845,93683.68667359192
19335,101.263389,98.818637,100.419322,101.564545,112.003784,91.602821,96.786972,96.496974,67090.94973326055,247802.7107065514
19428,101.154951,98.920035,95.873395,100.20396,104.337036,90.709179,101.888453,109.583481,59930.22392027748,218565.55634980722
19912,102.744483,97.433704,116.403227,101.276451,127.081508,90.893397,81.256644,68.281176,43915.156645597475,211999.081641636
20132,98.714882,101.201681,109.159623,90.124926,86.066828,98.485995,101.051355,107.728691,25463.659841188794,75975.00375019807
20221,99.445392,100.5186,108.943224,91.051245,83.330998,100.975991,105.765015,104.375341,16965.869042379,44301.4198637252
20631,101.140879,98.933193,97.38819,107.635761,98.771942,99.9512,116.766044,87.901357,48253.18971072416,239364.34501822278
20903,101.636508,98.469743,112.134922,92.042152,102.401808,106.597697,95.926621,80.736647,40082.23701956089,88899.96527985633
